,Random_state,Optimal_Nfeat,Optimal_C,CV_AUC,CV_AUC_SD,Test_AUC,CV_AUC_lowCI,CV_AUC_highCI
0,210,20,0.08999999999999998,0.7340187590187591,0.08694125606887648,0.6833333333333333,0.49419762823239277,0.8724690384342739
0,211,35,0.5000000000000001,0.7673520923520922,0.11224986165703184,0.7527777777777778,0.5882860568268572,0.9172694987286983
0,212,40,0.08999999999999998,0.8058802308802309,0.1065582556749938,0.4527777777777778,0.24376170129059652,0.6617938542649591
0,213,20,0.30000000000000004,0.8580086580086579,0.05125695193692132,0.5,0.30186514603532266,0.6981348539646773
0,214,45,0.30000000000000004,0.7738095238095238,0.05452022959027821,0.7222222222222222,0.5545216154053648,0.8899228290390798
0,215,20,0.06999999999999999,0.7512265512265512,0.05011112089677662,0.5888888888888889,0.3950369661774972,0.7827408116002804
0,216,25,0.30000000000000004,0.6504329004329004,0.1261351655143959,0.6666666666666666,0.47768287312625973,0.8556504602070738
0,217,45,0.30000000000000004,0.7892857142857143,0.11201240028381046,0.65,0.46756210604016457,0.8324378939598357
0,218,30,1.5,0.7134199134199134,0.07832507621055336,0.6194444444444445,0.43311790828689634,0.8057709806019926
0,219,50,1.5,0.8958152958152958,0.07476246388457691,0.5861111111111111,0.38890763600963346,0.7833145862125885
0,220,25,8.0,0.7971861471861472,0.07778179344807327,0.6416666666666667,0.46203865778181563,0.8212946755515176
0,221,50,4.0,0.630988455988456,0.1766727665809354,0.8194444444444444,0.677621221588596,0.9612676673002933
0,222,20,0.30000000000000004,0.7946969696969697,0.10961092057132495,0.736111111111111,0.5695555964093191,0.9026666258129032
0,223,45,0.5000000000000001,0.63997113997114,0.1063091589453291,0.7861111111111111,0.6365025047278652,0.9357197174943572
0,224,20,0.1,0.7528499278499278,0.14543870808097126,0.7166666666666667,0.5415806313705293,0.8917527019628043
0,225,25,0.9000000000000001,0.6871572871572871,0.16012495537124136,0.7638888888888888,0.6033032267270731,0.9244745510507045
0,226,45,0.7000000000000001,0.6671356421356421,0.19980423746552323,0.7888888888888889,0.6468069252585993,0.9309708525191787
0,227,25,0.5000000000000001,0.7601731601731602,0.09121511343347531,0.6555555555555556,0.4761778022146218,0.8349333088964895
0,228,25,0.5000000000000001,0.8076839826839827,0.07778788348572407,0.688888888888889,0.49714973316646316,0.880628044611315
0,229,40,0.30000000000000004,0.8171717171717171,0.12223075088094335,0.6916666666666667,0.5096364150244578,0.873696918308876
0,230,30,0.5000000000000001,0.7487373737373737,0.10555089504131053,0.7611111111111111,0.6108155740296061,0.9114066481926161
0,231,25,0.5000000000000001,0.7779220779220779,0.0437189252793135,0.7416666666666666,0.5794986617028943,0.9038346716304391
0,232,40,0.9000000000000001,0.6907647907647906,0.17721538262293218,0.6333333333333333,0.4534088538913441,0.8132578127753225
0,233,45,1.0,0.8089105339105339,0.08556095112534041,0.5861111111111111,0.3952800394134396,0.7769421828087825
0,234,45,0.30000000000000004,0.671067821067821,0.14087907136031824,0.6972222222222222,0.5217480837763095,0.8726963606681353
0,235,40,1.5,0.804978354978355,0.06321252249477156,0.7000000000000001,0.5173382149435788,0.8826617850564216
0,236,20,2.0,0.7737012987012987,0.11039642435279018,0.6416666666666667,0.4365129854602401,0.8468203478730931
0,237,20,0.5000000000000001,0.7463203463203463,0.13866098878662805,0.7277777777777777,0.5590658358524334,0.8964897197031223
