X1,Random_state,Optimal_Nfeat,Optimal_C,CV_AUC,CV_AUC_SD,Test_AUC,CV_AUC_lowCI,CV_AUC_highCI
0,31,40,0.08999999999999998,0.9163541666666667,0.029528264472836515,0.9831649831649831,0.958502214092793,1.0
0,32,50,1.5,0.915625,0.02529341701796029,0.9562289562289563,0.9065915748925241,1.0
0,33,45,0.9000000000000001,0.9234375,0.06728392628340825,0.8754208754208754,0.7615601484176415,0.9892816024241093
0,34,20,0.1,0.9208333333333334,0.05713045500334198,0.9663299663299663,0.9237094202593988,1.0
0,35,30,0.9000000000000001,0.9484375,0.04881628328630612,0.9545454545454546,0.8993648115640894,1.0
0,36,45,0.30000000000000004,0.9417708333333333,0.05782554282302741,0.9427609427609428,0.8848759657713959,1.0
0,37,45,2.0,0.9752083333333333,0.025890393971509967,0.8703703703703705,0.755987216206421,0.98475352453432
0,38,40,1.5,0.9288541666666668,0.05957349860559734,0.9343434343434343,0.8686867424709985,1.0
0,39,35,0.30000000000000004,0.9334374999999999,0.05759992826480873,0.936026936026936,0.8582916490021955,1.0
0,40,50,6.0,0.9333333333333333,0.04915960401250874,0.8922558922558923,0.7925556622095553,0.9919561223022293
0,41,30,0.30000000000000004,0.9670833333333334,0.027901115071305323,0.9309764309764309,0.8599506716952657,1.0
0,42,50,0.30000000000000004,0.9539583333333335,0.0381904038266741,0.9023569023569024,0.8174065035115384,0.9873073012022665
0,43,25,1.5,0.9501041666666667,0.043261659475285465,0.861952861952862,0.7632068871132538,0.9606988367924703
0,44,35,0.1,0.9633333333333335,0.021473497877875197,0.9175084175084175,0.8380202951349028,0.9969965398819324
0,45,35,0.5000000000000001,0.9522916666666668,0.03886631289147165,0.9006734006734007,0.7983542216400064,1.0
0,46,25,0.30000000000000004,0.9057291666666668,0.041700507091241325,0.9225589225589226,0.8460976792811711,0.9990201658366741
0,47,25,0.9000000000000001,0.9106250000000001,0.07804134409970712,0.8821548821548821,0.7860552560684216,0.9782545082413431
0,48,25,0.1,0.9446875,0.03441033537406395,0.936026936026936,0.8744850274403199,0.9975688446135521
0,49,25,0.5000000000000001,0.9560416666666667,0.04212456725791576,0.9141414141414141,0.8354865204231929,0.9927963078596354
